SNP_used,boss,boss_5_10,gwas,reliefF,gain_ratio
109,0.99747967479675,0.99739837398374,0.99707317073171,0.99853658536585,0.99626016260163
110,0.9960162601626,0.99707317073171,0.99788617886179,0.99918699186992,0.99731707317073
111,0.99682926829268,0.99731707317073,0.99853658536585,0.99910569105691,0.99829268292683
112,0.99691056910569,0.99829268292683,0.99861788617886,0.9980487804878,0.9980487804878
113,0.99650406504065,0.99764227642276,0.99788617886179,0.99894308943089,0.99837398373984
114,0.99674796747967,0.99772357723577,0.99577235772358,0.99861788617886,0.99747967479675
115,0.99658536585366,0.99788617886179,0.9979674796748,0.99780487804878,0.99853658536585
116,0.99747967479675,0.99691056910569,0.99764227642276,0.99934959349593,0.99617886178862
117,0.99756097560976,0.99894308943089,0.99861788617886,0.99910569105691,0.99626016260163
118,0.9960162601626,0.99585365853659,0.99910569105691,0.9969918699187,0.99764227642276
119,0.99536585365854,0.99723577235772,0.99715447154472,0.99910569105691,0.99780487804878
120,0.99585365853659,0.99577235772358,0.99723577235772,0.99845528455285,0.99626016260163
121,0.99764227642276,0.99756097560976,0.99813008130081,0.99861788617886,0.99788617886179
122,0.99658536585366,0.99447154471545,0.99609756097561,0.99756097560976,0.99747967479675
123,0.99731707317073,0.9969918699187,0.99747967479675,0.99845528455285,0.99829268292683
124,0.99682926829268,0.99650406504065,0.99674796747967,0.99861788617886,0.99821138211382
125,0.99569105691057,0.99650406504065,0.99691056910569,0.99837398373984,0.99886178861789
126,0.99682926829268,0.99682926829268,0.99674796747967,0.99829268292683,0.99780487804878
127,0.99707317073171,0.99715447154472,0.99666666666667,0.99707317073171,0.99666666666667
128,0.99747967479675,0.99666666666667,0.99821138211382,0.9979674796748,0.99756097560976
129,0.99626016260163,0.99707317073171,0.99845528455285,0.99837398373984,0.99772357723577
130,0.99626016260163,0.99430894308943,0.99780487804878,0.99813008130081,0.9979674796748
131,0.99658536585366,0.99617886178862,0.99674796747967,0.99869918699187,0.99837398373984
132,0.99626016260163,0.99609756097561,0.99691056910569,0.99861788617886,0.99788617886179
133,0.99707317073171,0.9950406504065,0.99658536585366,0.9979674796748,0.99609756097561
134,0.99715447154472,0.99585365853659,0.99772357723577,0.99715447154472,0.99837398373984
135,0.99585365853659,0.99666666666667,0.99634146341463,0.99861788617886,0.9979674796748
136,0.99747967479675,0.99650406504065,0.99772357723577,0.99894308943089,0.9969918699187
137,0.99674796747967,0.99520325203252,0.99772357723577,0.9980487804878,0.9969918699187
138,0.99617886178862,0.9979674796748,0.9980487804878,0.9990243902439,0.99674796747967
139,0.99390243902439,0.99569105691057,0.99609756097561,0.99788617886179,0.99829268292683
140,0.99658536585366,0.99747967479675,0.99723577235772,0.99845528455285,0.99585365853659
141,0.99682926829268,0.99723577235772,0.99414634146341,0.99869918699187,0.99674796747967
142,0.99552845528455,0.99585365853659,0.99650406504065,0.99813008130081,0.99731707317073
143,0.99634146341463,0.99682926829268,0.99821138211382,0.99764227642276,0.99780487804878
144,0.99626016260163,0.9980487804878,0.99813008130081,0.99650406504065,0.99747967479675
145,0.99593495934959,0.99634146341463,0.99577235772358,0.99650406504065,0.99707317073171
146,0.99715447154472,0.99780487804878,0.99609756097561,0.99739837398374,0.99593495934959
147,0.99682926829268,0.9980487804878,0.99747967479675,0.99520325203252,0.99691056910569
148,0.99756097560976,0.9960162601626,0.99634146341463,0.99723577235772,0.9979674796748
149,0.99691056910569,0.99756097560976,0.99569105691057,0.99642276422764,0.99780487804878
150,0.9950406504065,0.9960162601626,0.99617886178862,0.99544715447154,0.9979674796748
151,0.99609756097561,0.99756097560976,0.99626016260163,0.99520325203252,0.99780487804878
152,0.99764227642276,0.99731707317073,0.99642276422764,0.99682926829268,0.99430894308943
153,0.99642276422764,0.99821138211382,0.99715447154472,0.99715447154472,0.99593495934959
154,0.99756097560976,0.99731707317073,0.9969918699187,0.99609756097561,0.99829268292683
155,0.99626016260163,0.99772357723577,0.99739837398374,0.99520325203252,0.99747967479675
156,0.99666666666667,0.99707317073171,0.99422764227642,0.99609756097561,0.99658536585366
157,0.99634146341463,0.99609756097561,0.99609756097561,0.99487804878049,0.99869918699187
158,0.99552845528455,0.99747967479675,0.99585365853659,0.99617886178862,0.99626016260163
159,0.99552845528455,0.99674796747967,0.99691056910569,0.99617886178862,0.99585365853659
160,0.99682926829268,0.9969918699187,0.99569105691057,0.99674796747967,0.99780487804878
161,0.99577235772358,0.9980487804878,0.99552845528455,0.99544715447154,0.99341463414634
162,0.99723577235772,0.99658536585366,0.99780487804878,0.99593495934959,0.99585365853659
163,0.99739837398374,0.99715447154472,0.99617886178862,0.99479674796748,0.99609756097561
164,0.99674796747967,0.99593495934959,0.99650406504065,0.99439024390244,0.99691056910569
165,0.9980487804878,0.99544715447154,0.99715447154472,0.99552845528455,0.99520325203252
166,0.9960162601626,0.99593495934959,0.99471544715447,0.9969918699187,0.99723577235772
167,0.99756097560976,0.99642276422764,0.99593495934959,0.99512195121951,0.99560975609756
168,0.99691056910569,0.99682926829268,0.99487804878049,0.99520325203252,0.99593495934959
169,0.99642276422764,0.99626016260163,0.99691056910569,0.99609756097561,0.99585365853659
170,0.99268292682927,0.99617886178862,0.99528455284553,0.99512195121951,0.99658536585366
171,0.99487804878049,0.99691056910569,0.99520325203252,0.99520325203252,0.99520325203252
172,0.99487804878049,0.99658536585366,0.9950406504065,0.99447154471545,0.99422764227642
173,0.99666666666667,0.99682926829268,0.99487804878049,0.99626016260163,0.99626016260163
174,0.9949593495935,0.99552845528455,0.99455284552846,0.99479674796748,0.99593495934959
175,0.99707317073171,0.99544715447154,0.99390243902439,0.99569105691057,0.99536585365854
